Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted,Unnamed: 0.1,Converted_n,cos_Converted,sin_Converted,Mean_Converted,Max_Converted,Min_Converted,Std_Converted,Engagement Score,Interest Score,Opted Out,Days Since Last Activity,Asymmetrique Total Score,Lead Profile Simplified,High Conversion Country,Lead Source Simplified
6720.0,3c225062-8d66-4871-832d-bd7d4561b87a,598251.0,1.0,3.0,0.0,0.0,7.0,202.0,2.0,10.0,12.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,103.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
3267.0,45562e1f-97d3-4bda-8d7f-1a8f401cd4f2,628675.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,12.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
2780.0,6a812395-bcf0-4763-aa03-171041b24eaf,632948.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
4159.0,e7d25592-f616-46ee-9832-4a06350ac40a,620113.0,1.0,1.0,0.0,0.0,4.0,162.0,4.0,9.0,12.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,9.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,83.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
3333.0,efb76154-fbe1-46c2-b75d-69d0b0fa4ff5,628158.0,0.0,3.0,0.0,0.0,1.0,243.0,1.0,1.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,122.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
587.0,6be73d7d-525d-11e6-96be-22000aa8e760,654175.0,1.0,2.0,0.0,0.0,3.0,11.0,2.0,5.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,6.699999999999999,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,2.0
1496.0,88f96e3a-3885-450e-86e3-015ccb7ae528,644414.0,1.0,1.0,0.0,0.0,5.0,387.0,5.0,5.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,4.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,196.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
1431.0,19fa7417-7a60-4d5f-95a5-5fa4905dd3e6,645140.0,0.0,3.0,0.0,0.0,4.0,12.0,1.33,10.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,10.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,7.199,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
6347.0,0166d3f9-b6e1-49f3-801a-cddcd3a09e90,601193.0,0.0,7.0,0.0,0.0,2.0,933.0,2.0,1.0,12.0,18.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,467.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
3213.0,ccc918d7-82dc-4ff1-9abe-def3fff3f0f7,629342.0,1.0,7.0,0.0,0.0,3.0,300.0,3.0,12.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,151.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
6174.0,51c534e0-8913-468b-9214-6487a55e1fae,602419.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
9181.0,5c0838f4-987c-4b0b-8468-9ad0ebf647b1,580027.0,1.0,7.0,0.0,0.0,5.0,107.0,2.5,12.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,12.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,55.25,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
625.0,a94092fd-f8e5-41ba-81b8-207591ebe457,653992.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
8173.0,a7a2087c-4f31-4b71-ba62-f117894334d8,587418.0,1.0,3.0,0.0,0.0,4.0,1269.0,2.0,2.0,12.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,635.9,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
7377.0,d22f1b98-0ee5-48ab-ad37-7e3e34222a5b,592855.0,1.0,1.0,0.0,0.0,8.0,139.0,2.0,5.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,4.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,71.69999999999999,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
8526.0,21fc5924-e4d6-4b98-abf0-0832c49697cd,584607.0,1.0,1.0,0.0,0.0,7.0,86.0,1.75,10.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,10.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,44.925,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
7367.0,347ff803-0eaf-40d0-a3b3-fec483fe770b,592928.0,0.0,3.0,0.0,0.0,2.0,69.0,2.0,9.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,9.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,35.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
6753.0,82c74c17-1da4-4877-9375-174e7b753897,598037.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,4.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
6410.0,b3d45fb0-c238-44bb-a936-e42146e908f9,600788.0,1.0,3.0,0.0,0.0,3.0,515.0,3.0,12.0,12.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,12.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,259.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
2063.0,b7c97d7a-10e4-45fa-ba15-58e2b610b2b8,639704.0,1.0,3.0,0.0,0.0,4.0,329.0,4.0,5.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,4.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,166.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
8552.0,3737e178-7b39-40d6-8e10-bc866c3da99d,584456.0,1.0,1.0,0.0,0.0,3.0,1256.0,2.0,12.0,12.0,17.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,8.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,630.4,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
4718.0,c3419a44-4668-484d-ada5-f4e6e76ce73e,614570.0,1.0,1.0,0.0,0.0,4.0,154.0,4.0,10.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,10.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,79.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
4925.0,bb3b2d13-d320-41a4-9cd1-5b45720c4b92,612740.0,1.0,3.0,0.0,0.0,4.0,827.0,4.0,10.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,415.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
6336.0,e8b90866-ade9-41d3-a6df-f6e7d75fde62,601282.0,1.0,1.0,0.0,0.0,5.0,1145.0,5.0,5.0,12.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,575.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
4421.0,00c517fa-82ef-49f6-b68d-b925de3a5423,617346.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,12.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
8943.0,112b1f51-3cad-4acc-9a4b-5f1c952129df,581789.0,1.0,1.0,0.0,0.0,2.0,1237.0,2.0,12.0,12.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,12.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,619.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
9049.0,bd801a3f-359a-4533-ab22-bd2acb85fd88,581016.0,1.0,7.0,0.0,0.0,3.0,1230.0,3.0,3.0,12.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,8.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,616.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
5237.0,6050a450-1d19-496d-8199-47a9813a558e,609589.0,1.0,7.0,0.0,0.0,3.0,1801.0,3.0,2.0,12.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,902.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
1268.0,e3c30723-ec14-4290-8c54-a1031d4154de,646462.0,0.0,3.0,0.0,0.0,5.0,636.0,2.5,9.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,319.75,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
6265.0,f2472779-886e-4ca4-ba20-5282fbb525de,601768.0,0.0,7.0,0.0,0.0,6.0,1717.0,3.0,12.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,860.6,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
4869.0,6b2f14c0-43b1-43b0-a771-2d54d4d16347,613343.0,1.0,1.0,0.0,0.0,2.0,1321.0,2.0,5.0,12.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,4.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,661.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
1103.0,281ff4ad-d7a7-4abf-ba7e-29e5c63cea4d,648231.0,1.0,3.0,0.0,0.0,5.0,1417.0,5.0,12.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,12.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,711.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
2485.0,f3c3987b-99c1-4f01-aca2-20290be6c719,635825.0,1.0,3.0,0.0,0.0,5.0,1113.0,5.0,5.0,12.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,4.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,559.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
8685.0,dc8cd8de-beb7-4bf5-8eaf-20c7c8596a3c,583529.0,0.0,3.0,0.0,0.0,2.0,432.0,1.0,9.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,216.70000000000002,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,3.0
5823.0,a8fee89b-ec8b-460e-9029-2c71c20d4da6,605214.0,0.0,6.0,0.0,0.0,2.0,31.0,2.0,10.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,10.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,16.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
8391.0,844d7d83-56a7-4386-a44b-e8cf302dee11,585790.0,1.0,1.0,0.0,0.0,3.0,82.0,3.0,12.0,12.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,1.0,12.0,True,1385.5,1.0,0.5403023058681398,0.8414709848078965,0.2714285714285714,1.0,0.0,0.44472070608939196,42.5,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,1.0
8417.0,05a45826-48bc-4ecd-8643-4e8e281b87f8,585600.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,9.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,0.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,6.0
2260.0,a502cddd-42ee-47a3-8851-682433ebec56,637847.0,1.0,7.0,0.0,0.0,7.0,136.0,2.0,12.0,12.0,18.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,14.276482345103265,16.247168554297136,0.0,0.0,8.0,False,1385.5,0.0,1.0,0.0,0.2714285714285714,1.0,0.0,0.44472070608939196,70.0,0.0,0.0,20165.0,15.064756828780812,4.0,0.0,7.0
